id,hrs1,prestg80,sphrs1,educ,paeduc,sex,happy,hapmar,health,happy7,satfam7
1030,40,57,,14,12,FEMALE,NOT TOO HAPPY,,GOOD,,
1031,,34,,12,,FEMALE,NOT TOO HAPPY,,,,
1032,40,46,40,11,,FEMALE,VERY HAPPY,VERY HAPPY,GOOD,,
1033,45,31,,11,12,MALE,NOT TOO HAPPY,,,,
1034,40,51,20,18,13,MALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
1035,48,41,,15,,MALE,PRETTY HAPPY,,,,
1036,50,23,,11,,FEMALE,NOT TOO HAPPY,,GOOD,,
1037,40,42,,12,7,FEMALE,PRETTY HAPPY,,FAIR,,
1038,35,28,,17,12,FEMALE,PRETTY HAPPY,,EXCELLENT,,
1039,40,42,,17,18,MALE,PRETTY HAPPY,VERY HAPPY,EXCELLENT,,
1040,,33,,12,,MALE,PRETTY HAPPY,,GOOD,,
1041,50,64,,16,20,FEMALE,PRETTY HAPPY,,EXCELLENT,,
1042,55,28,45,12,,MALE,,,,,
1043,40,64,35,14,16,MALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
1044,40,66,,12,10,FEMALE,PRETTY HAPPY,,EXCELLENT,,
1045,54,42,40,13,12,MALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
1046,29,28,,16,12,FEMALE,VERY HAPPY,,EXCELLENT,,
1047,40,44,,16,14,FEMALE,PRETTY HAPPY,,,,
1048,,38,,12,6,MALE,VERY HAPPY,,,,
1049,,29,,12,12,FEMALE,PRETTY HAPPY,,FAIR,,
1050,55,51,31,16,12,MALE,PRETTY HAPPY,VERY HAPPY,,,
1051,42,35,35,12,10,MALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
1052,,,50,12,12,FEMALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
1053,40,41,,17,11,FEMALE,PRETTY HAPPY,,GOOD,,
1054,,35,42,13,8,FEMALE,PRETTY HAPPY,VERY HAPPY,,,
1055,55,36,45,13,12,FEMALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
1056,50,21,,12,,MALE,NOT TOO HAPPY,,FAIR,,
1057,50,17,,12,12,FEMALE,PRETTY HAPPY,,FAIR,,
1058,51,45,,12,14,MALE,PRETTY HAPPY,,EXCELLENT,,
1059,70,61,,18,16,MALE,PRETTY HAPPY,,EXCELLENT,,
1060,30,44,55,16,,FEMALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
1061,70,86,,20,8,MALE,PRETTY HAPPY,PRETTY HAPPY,EXCELLENT,,
1062,52,52,,17,14,FEMALE,VERY HAPPY,,EXCELLENT,,
1063,18,24,,13,11,FEMALE,PRETTY HAPPY,,GOOD,,
1064,,21,,10,12,MALE,PRETTY HAPPY,,GOOD,,
1065,,,,11,14,MALE,PRETTY HAPPY,,,,
1066,48,39,,12,8,MALE,PRETTY HAPPY,,GOOD,,
1067,40,71,,17,18,MALE,VERY HAPPY,,EXCELLENT,,
1068,42,51,,13,,FEMALE,PRETTY HAPPY,,EXCELLENT,,
1069,48,35,53,9,6,MALE,PRETTY HAPPY,PRETTY HAPPY,,,
1070,40,51,40,12,12,MALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
1071,,30,,9,,MALE,PRETTY HAPPY,,GOOD,,
1072,46,40,36,15,14,MALE,PRETTY HAPPY,PRETTY HAPPY,,,
1073,,,,8,,FEMALE,PRETTY HAPPY,,GOOD,,
1074,40,22,,12,12,FEMALE,NOT TOO HAPPY,,EXCELLENT,,
1075,38,20,,11,,FEMALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
1076,50,51,88,12,,FEMALE,NOT TOO HAPPY,PRETTY HAPPY,FAIR,,
1077,60,39,,13,,MALE,PRETTY HAPPY,,GOOD,,
1078,32,58,40,14,16,FEMALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
1079,45,49,,14,16,MALE,PRETTY HAPPY,,,,
1080,60,43,,14,12,FEMALE,NOT TOO HAPPY,,GOOD,,
1081,,34,,12,6,FEMALE,PRETTY HAPPY,,GOOD,,
1082,,46,,13,,FEMALE,PRETTY HAPPY,,,,
1083,,35,,10,,FEMALE,PRETTY HAPPY,,GOOD,,
1084,40,20,,12,,FEMALE,PRETTY HAPPY,,EXCELLENT,,
1085,45,48,,18,12,FEMALE,PRETTY HAPPY,,EXCELLENT,,
1086,60,30,,12,14,MALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
1087,,32,40,18,6,FEMALE,VERY HAPPY,PRETTY HAPPY,GOOD,,
1088,40,69,,20,10,FEMALE,VERY HAPPY,,EXCELLENT,,
1089,50,36,,18,20,MALE,PRETTY HAPPY,PRETTY HAPPY,,,
1090,40,33,,12,11,MALE,PRETTY HAPPY,,,,
1091,45,47,,14,,FEMALE,VERY HAPPY,,GOOD,,
1092,46,42,50,12,10,FEMALE,PRETTY HAPPY,PRETTY HAPPY,EXCELLENT,,
1093,32,43,50,14,12,FEMALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
1094,,42,,12,,FEMALE,VERY HAPPY,,GOOD,,
1095,,34,,12,8,FEMALE,PRETTY HAPPY,PRETTY HAPPY,,,
1096,30,43,,12,,FEMALE,NOT TOO HAPPY,,EXCELLENT,,
1097,45,36,,12,6,FEMALE,NOT TOO HAPPY,,EXCELLENT,,
1098,35,22,,13,,FEMALE,NOT TOO HAPPY,,GOOD,,
1099,,,,10,,FEMALE,PRETTY HAPPY,,,,
1100,40,33,,12,,FEMALE,VERY HAPPY,,GOOD,,
1101,,29,,12,12,FEMALE,PRETTY HAPPY,,FAIR,,
1102,,20,,11,,FEMALE,NOT TOO HAPPY,,EXCELLENT,,
1103,,64,35,17,4,MALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
1104,,36,,15,,FEMALE,PRETTY HAPPY,,GOOD,,
1105,39,42,,12,12,FEMALE,PRETTY HAPPY,,GOOD,,
1106,37,51,,12,10,FEMALE,PRETTY HAPPY,,GOOD,,
1107,,,,12,18,FEMALE,VERY HAPPY,,GOOD,,
1108,,66,,16,16,MALE,PRETTY HAPPY,,FAIR,,
1109,,64,,15,8,FEMALE,NOT TOO HAPPY,,POOR,,
1110,,36,,12,8,MALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
1111,50,64,,16,12,MALE,PRETTY HAPPY,,EXCELLENT,,
1112,,46,,9,,FEMALE,PRETTY HAPPY,,,,
1113,89,40,,13,12,FEMALE,PRETTY HAPPY,,GOOD,,
1114,53,30,,12,,MALE,PRETTY HAPPY,,GOOD,,
1115,,34,,8,,MALE,PRETTY HAPPY,PRETTY HAPPY,FAIR,,
1116,45,34,40,14,12,FEMALE,PRETTY HAPPY,PRETTY HAPPY,EXCELLENT,,
1117,20,34,,14,8,FEMALE,PRETTY HAPPY,,GOOD,,
1118,9,69,,19,9,FEMALE,PRETTY HAPPY,,FAIR,,
1119,,21,35,12,,FEMALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
1120,45,64,40,15,12,MALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
1121,,30,,5,,MALE,NOT TOO HAPPY,,POOR,,
1122,,,,10,,FEMALE,NOT TOO HAPPY,,FAIR,,
1123,45,24,,9,,FEMALE,PRETTY HAPPY,,GOOD,,
1124,,28,,10,,FEMALE,VERY HAPPY,VERY HAPPY,GOOD,,
1125,55,42,,12,11,FEMALE,PRETTY HAPPY,,GOOD,,
1126,,47,55,14,12,FEMALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
1127,50,44,50,8,6,MALE,PRETTY HAPPY,PRETTY HAPPY,FAIR,,
1128,36,39,40,14,8,FEMALE,VERY HAPPY,VERY HAPPY,,,
1129,45,34,60,12,8,FEMALE,PRETTY HAPPY,VERY HAPPY,EXCELLENT,,
1130,20,32,40,14,7,FEMALE,VERY HAPPY,VERY HAPPY,,,
1131,,29,,9,,MALE,NOT TOO HAPPY,,,,
1132,50,51,25,13,16,MALE,VERY HAPPY,VERY HAPPY,GOOD,,
1133,48,44,,15,10,MALE,PRETTY HAPPY,PRETTY HAPPY,FAIR,,
1134,40,54,22,13,12,MALE,VERY HAPPY,VERY HAPPY,GOOD,,
1135,,41,,12,8,MALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
1136,46,47,,14,8,MALE,PRETTY HAPPY,PRETTY HAPPY,FAIR,,
1137,40,51,35,16,16,MALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
1138,,46,45,13,12,FEMALE,PRETTY HAPPY,VERY HAPPY,EXCELLENT,,
1139,,47,,18,12,FEMALE,PRETTY HAPPY,,EXCELLENT,,
1140,68,22,24,13,,MALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
1141,,34,,12,0,FEMALE,VERY HAPPY,VERY HAPPY,,,
1142,40,42,40,12,,MALE,PRETTY HAPPY,VERY HAPPY,EXCELLENT,,
1143,50,71,,16,12,MALE,VERY HAPPY,VERY HAPPY,,,
1144,30,51,49,12,,FEMALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
1145,20,43,,16,16,FEMALE,PRETTY HAPPY,,GOOD,,
1146,40,34,30,12,12,MALE,NOT TOO HAPPY,PRETTY HAPPY,GOOD,,
1147,40,39,40,14,12,MALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
1148,38,69,40,16,12,MALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
1149,15,32,,12,11,FEMALE,PRETTY HAPPY,,EXCELLENT,,
1150,42,31,,13,,MALE,PRETTY HAPPY,,GOOD,,
1151,,60,,14,,FEMALE,VERY HAPPY,,,,
1152,,,,14,12,FEMALE,PRETTY HAPPY,,,,
1153,30,23,,12,6,FEMALE,VERY HAPPY,,GOOD,,
1154,23,23,,12,14,MALE,NOT TOO HAPPY,,GOOD,,
1155,80,30,,10,,MALE,PRETTY HAPPY,,GOOD,,
1156,40,50,,14,,MALE,PRETTY HAPPY,PRETTY HAPPY,,,
1157,44,69,45,14,14,FEMALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
1158,40,33,,12,11,FEMALE,PRETTY HAPPY,,FAIR,,
1159,,,40,8,8,FEMALE,VERY HAPPY,VERY HAPPY,GOOD,,
1160,68,36,20,11,8,MALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
1161,40,30,,12,8,MALE,PRETTY HAPPY,,GOOD,,
1162,40,30,21,13,12,MALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
1163,40,28,50,12,8,FEMALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
1164,,44,,9,9,MALE,PRETTY HAPPY,,GOOD,,
1165,40,43,37,13,12,FEMALE,PRETTY HAPPY,PRETTY HAPPY,,,
1166,40,30,,12,,MALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
1167,44,22,24,12,10,MALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
1168,40,46,,15,12,FEMALE,PRETTY HAPPY,,EXCELLENT,,
1169,40,28,,12,,FEMALE,PRETTY HAPPY,,,,
1170,40,23,,12,,FEMALE,VERY HAPPY,VERY HAPPY,FAIR,,
1171,,,,10,,FEMALE,PRETTY HAPPY,,FAIR,,
1172,40,46,50,12,8,FEMALE,VERY HAPPY,VERY HAPPY,GOOD,,
1173,40,64,60,16,16,FEMALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
1174,,40,50,16,20,FEMALE,VERY HAPPY,VERY HAPPY,GOOD,,
1175,42,51,,18,19,FEMALE,VERY HAPPY,,EXCELLENT,,
1176,50,69,70,16,12,MALE,VERY HAPPY,VERY HAPPY,FAIR,,
1177,32,66,55,16,12,FEMALE,PRETTY HAPPY,PRETTY HAPPY,EXCELLENT,,
1178,40,36,60,11,12,FEMALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
1179,,32,,12,19,MALE,PRETTY HAPPY,,,,
1180,40,57,56,12,12,FEMALE,PRETTY HAPPY,PRETTY HAPPY,EXCELLENT,,
1181,,32,,10,7,FEMALE,PRETTY HAPPY,,POOR,,
1182,23,47,40,12,8,FEMALE,NOT TOO HAPPY,VERY HAPPY,EXCELLENT,,
1183,,30,,8,,MALE,PRETTY HAPPY,,FAIR,,
1184,,33,,8,,FEMALE,PRETTY HAPPY,,FAIR,,
1185,32,47,,18,16,FEMALE,VERY HAPPY,,GOOD,,
1186,,36,63,12,12,FEMALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
1187,40,41,,12,12,MALE,VERY HAPPY,,,,
1188,40,31,,12,,MALE,NOT TOO HAPPY,,FAIR,,
1189,67,26,52,12,12,MALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
1190,,33,72,12,,FEMALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
1191,,47,,12,6,FEMALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
1192,,42,,11,6,MALE,VERY HAPPY,PRETTY HAPPY,EXCELLENT,,
1193,8,36,40,12,,FEMALE,PRETTY HAPPY,PRETTY HAPPY,,,
1194,60,44,40,11,8,MALE,VERY HAPPY,PRETTY HAPPY,POOR,,
1195,27,44,40,12,8,MALE,VERY HAPPY,VERY HAPPY,,,
1196,,42,,11,8,FEMALE,VERY HAPPY,VERY HAPPY,FAIR,,
1197,24,66,,15,8,FEMALE,VERY HAPPY,VERY HAPPY,,,
1198,24,19,,11,18,MALE,VERY HAPPY,,EXCELLENT,,
1199,60,36,,11,5,MALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
1200,36,27,,12,12,MALE,PRETTY HAPPY,,GOOD,,
1201,60,50,,15,15,MALE,PRETTY HAPPY,PRETTY HAPPY,EXCELLENT,,
1202,35,64,,17,13,FEMALE,PRETTY HAPPY,,GOOD,,
1203,45,33,21,12,8,MALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
1204,,46,,12,8,FEMALE,VERY HAPPY,VERY HAPPY,GOOD,,
1205,50,59,80,17,17,MALE,PRETTY HAPPY,PRETTY HAPPY,FAIR,,
1206,26,29,,13,17,FEMALE,PRETTY HAPPY,,,,
1207,49,38,50,14,12,FEMALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
1208,,39,50,14,8,MALE,PRETTY HAPPY,PRETTY HAPPY,EXCELLENT,,
1209,,42,,12,10,MALE,PRETTY HAPPY,,FAIR,,
1210,37,23,,12,16,MALE,NOT TOO HAPPY,,GOOD,,
1211,,60,40,12,,FEMALE,PRETTY HAPPY,PRETTY HAPPY,POOR,,
1212,,42,,8,8,MALE,NOT TOO HAPPY,,POOR,,
1213,40,20,,12,2,FEMALE,NOT TOO HAPPY,,GOOD,,
1214,20,32,50,10,10,FEMALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
1215,58,26,,14,13,MALE,PRETTY HAPPY,,FAIR,,
1216,40,28,60,14,11,FEMALE,PRETTY HAPPY,NOT TOO HAPPY,GOOD,,
1217,,33,,6,,FEMALE,VERY HAPPY,,GOOD,,
1218,38,52,,16,,FEMALE,PRETTY HAPPY,,GOOD,,
1219,40,41,,12,12,FEMALE,VERY HAPPY,,EXCELLENT,,
1220,33,29,20,13,8,FEMALE,PRETTY HAPPY,PRETTY HAPPY,,,
1221,45,35,50,12,8,FEMALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
1222,47,44,,12,8,MALE,NOT TOO HAPPY,PRETTY HAPPY,FAIR,,
1223,40,30,,15,12,MALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
1224,,66,,18,12,FEMALE,PRETTY HAPPY,,FAIR,,
1225,,38,,14,12,MALE,NOT TOO HAPPY,,FAIR,,
1226,40,41,,13,12,MALE,PRETTY HAPPY,,EXCELLENT,,
1227,,31,,9,11,FEMALE,NOT TOO HAPPY,,EXCELLENT,,
1228,,40,,13,12,FEMALE,NOT TOO HAPPY,,POOR,,
1229,53,42,,12,,FEMALE,NOT TOO HAPPY,,GOOD,,
1230,26,22,,11,12,MALE,PRETTY HAPPY,,GOOD,,
1231,44,39,,17,20,MALE,PRETTY HAPPY,,GOOD,,
1232,,51,,13,,FEMALE,PRETTY HAPPY,,,,
1233,,,,8,,FEMALE,NOT TOO HAPPY,,,,
1234,,29,,14,,MALE,PRETTY HAPPY,,GOOD,,
1235,20,46,,11,13,FEMALE,NOT TOO HAPPY,,GOOD,,
1236,,31,,11,,MALE,NOT TOO HAPPY,,GOOD,,
1237,40,63,,16,8,MALE,NOT TOO HAPPY,NOT TOO HAPPY,POOR,,
1238,,49,,16,14,FEMALE,VERY HAPPY,,,,
1239,,39,,12,7,FEMALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
1240,40,34,,13,,FEMALE,VERY HAPPY,,GOOD,,
1241,20,36,,12,10,FEMALE,PRETTY HAPPY,,GOOD,,
1242,40,37,,13,,FEMALE,PRETTY HAPPY,,GOOD,,
1243,40,25,,13,3,FEMALE,PRETTY HAPPY,,GOOD,,
1244,,49,,12,9,MALE,VERY HAPPY,,GOOD,,
1245,20,35,,12,,FEMALE,PRETTY HAPPY,,,,
1246,,35,,11,,FEMALE,PRETTY HAPPY,,POOR,,
1247,,47,,12,,MALE,NOT TOO HAPPY,,FAIR,,
1248,19,30,,12,10,MALE,PRETTY HAPPY,,GOOD,,
1249,,24,,12,12,FEMALE,VERY HAPPY,VERY HAPPY,FAIR,,
1250,35,51,40,19,,MALE,VERY HAPPY,VERY HAPPY,GOOD,,
1251,40,36,,12,8,MALE,PRETTY HAPPY,,GOOD,,
1252,26,23,,12,6,FEMALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
1253,36,30,40,12,12,MALE,PRETTY HAPPY,PRETTY HAPPY,FAIR,,
1254,40,51,,16,12,FEMALE,PRETTY HAPPY,,EXCELLENT,,
1255,37,54,,15,10,FEMALE,PRETTY HAPPY,,GOOD,,
1256,45,57,,17,18,FEMALE,PRETTY HAPPY,,EXCELLENT,,
1257,40,35,,12,,FEMALE,NOT TOO HAPPY,,EXCELLENT,,
1258,38,28,,13,14,FEMALE,PRETTY HAPPY,PRETTY HAPPY,EXCELLENT,,
1259,40,35,,14,9,MALE,PRETTY HAPPY,,EXCELLENT,,
1260,,66,10,15,12,FEMALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
1261,40,33,45,12,8,FEMALE,PRETTY HAPPY,PRETTY HAPPY,,,
1262,45,51,36,12,,MALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
1263,,22,,12,10,FEMALE,NOT TOO HAPPY,,,,
1264,,28,50,11,8,FEMALE,NOT TOO HAPPY,NOT TOO HAPPY,GOOD,,
1265,,22,,9,,FEMALE,PRETTY HAPPY,,FAIR,,
1266,50,33,,12,12,MALE,PRETTY HAPPY,,EXCELLENT,,
1267,55,62,,12,12,MALE,PRETTY HAPPY,,EXCELLENT,,
1268,,36,,12,12,FEMALE,PRETTY HAPPY,,FAIR,,
1269,70,66,70,18,16,FEMALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
1270,35,47,55,13,12,FEMALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
1271,40,52,,18,13,FEMALE,VERY HAPPY,,,,
1272,50,40,,17,8,FEMALE,PRETTY HAPPY,,GOOD,,
1273,50,45,50,12,5,MALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
1274,48,63,,16,12,FEMALE,PRETTY HAPPY,,EXCELLENT,,
1275,,53,,14,18,MALE,VERY HAPPY,VERY HAPPY,GOOD,,
1276,60,36,50,12,7,FEMALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
1277,50,61,,15,12,FEMALE,PRETTY HAPPY,,EXCELLENT,,
1278,,51,,14,,FEMALE,PRETTY HAPPY,,GOOD,,
1279,40,49,,18,12,MALE,PRETTY HAPPY,,,,
1280,60,51,,20,15,MALE,PRETTY HAPPY,,EXCELLENT,,
1281,51,60,24,12,,MALE,PRETTY HAPPY,VERY HAPPY,FAIR,,
1282,44,42,50,16,14,FEMALE,PRETTY HAPPY,PRETTY HAPPY,,,
1283,,52,,19,20,FEMALE,NOT TOO HAPPY,,GOOD,,
1284,65,57,,16,12,FEMALE,PRETTY HAPPY,,GOOD,,
1285,50,32,,12,18,MALE,PRETTY HAPPY,,GOOD,,
1286,64,36,,18,16,FEMALE,PRETTY HAPPY,PRETTY HAPPY,EXCELLENT,,
1287,39,29,,11,4,FEMALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
1288,60,75,,20,11,MALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
1289,50,43,30,17,14,MALE,PRETTY HAPPY,PRETTY HAPPY,EXCELLENT,,
1290,40,59,,16,14,MALE,PRETTY HAPPY,VERY HAPPY,EXCELLENT,,
1291,46,43,,14,12,FEMALE,PRETTY HAPPY,,GOOD,,
1292,,24,,11,,MALE,NOT TOO HAPPY,,FAIR,,
1293,,,,9,11,FEMALE,NOT TOO HAPPY,,FAIR,,
1294,,51,,17,3,FEMALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
1295,,,,12,,FEMALE,PRETTY HAPPY,,GOOD,,
1296,50,40,,12,12,MALE,VERY HAPPY,,GOOD,,
1297,40,48,40,16,12,FEMALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
1298,50,46,,14,16,FEMALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
1299,,30,,11,10,MALE,PRETTY HAPPY,VERY HAPPY,FAIR,,
1300,52,66,66,16,,FEMALE,PRETTY HAPPY,PRETTY HAPPY,EXCELLENT,,
1301,55,30,,12,12,MALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
1302,,17,,11,,MALE,NOT TOO HAPPY,,GOOD,,
1303,,34,,12,,MALE,PRETTY HAPPY,,,,
1304,10,47,55,13,12,FEMALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
1305,40,43,40,12,12,MALE,VERY HAPPY,VERY HAPPY,GOOD,,
1306,70,47,,15,12,MALE,PRETTY HAPPY,,GOOD,,
1307,49,40,40,12,12,FEMALE,NOT TOO HAPPY,VERY HAPPY,,,
1308,42,34,,13,,MALE,VERY HAPPY,VERY HAPPY,GOOD,,
1309,48,31,40,12,8,MALE,NOT TOO HAPPY,PRETTY HAPPY,FAIR,,
1310,,47,,8,,MALE,PRETTY HAPPY,,EXCELLENT,,
1311,52,33,35,13,5,MALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
1312,42,35,,12,8,MALE,NOT TOO HAPPY,PRETTY HAPPY,FAIR,,
1313,45,40,,13,,FEMALE,PRETTY HAPPY,,GOOD,,
1314,,29,40,12,8,MALE,PRETTY HAPPY,VERY HAPPY,FAIR,,
1315,70,35,,14,14,MALE,PRETTY HAPPY,,GOOD,,
1316,40,47,,16,11,FEMALE,PRETTY HAPPY,,,,
1317,,51,52,13,16,FEMALE,VERY HAPPY,VERY HAPPY,FAIR,,
1318,28,32,58,12,6,FEMALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
1319,,46,35,13,18,FEMALE,VERY HAPPY,VERY HAPPY,GOOD,,
1320,,22,,7,12,FEMALE,PRETTY HAPPY,,POOR,,
1321,14,36,,12,,FEMALE,PRETTY HAPPY,,EXCELLENT,,
1322,,22,,12,11,FEMALE,PRETTY HAPPY,,,,
1323,,36,,12,12,MALE,NOT TOO HAPPY,,,,
1324,,22,,11,,MALE,VERY HAPPY,,GOOD,,
1325,35,51,40,14,,FEMALE,VERY HAPPY,VERY HAPPY,GOOD,,
1326,,32,,12,,MALE,NOT TOO HAPPY,,FAIR,,
1327,,,,10,,FEMALE,NOT TOO HAPPY,,EXCELLENT,,
1328,39,39,,12,,MALE,PRETTY HAPPY,,GOOD,,
1329,28,36,60,12,10,FEMALE,PRETTY HAPPY,VERY HAPPY,,,
1330,50,35,38,12,6,MALE,PRETTY HAPPY,PRETTY HAPPY,FAIR,,
1331,40,42,40,12,,MALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
1332,48,35,,12,13,FEMALE,PRETTY HAPPY,,EXCELLENT,,
1333,38,28,48,10,,FEMALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
1334,50,39,,12,13,MALE,VERY HAPPY,,FAIR,,
1335,80,40,45,16,8,MALE,VERY HAPPY,VERY HAPPY,,,
1336,,47,30,12,,FEMALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
1337,40,47,50,14,4,MALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
1338,50,51,40,13,12,MALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
1339,45,51,20,16,12,MALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
1340,,40,45,12,10,FEMALE,VERY HAPPY,PRETTY HAPPY,EXCELLENT,,
1341,65,52,,18,18,MALE,VERY HAPPY,,EXCELLENT,,
1342,40,44,,10,8,MALE,NOT TOO HAPPY,,GOOD,,
1343,42,42,,16,12,MALE,PRETTY HAPPY,,EXCELLENT,,
1344,,47,,15,16,MALE,PRETTY HAPPY,,EXCELLENT,,
1345,,27,,12,12,MALE,VERY HAPPY,VERY HAPPY,,,
1346,,40,,12,,MALE,PRETTY HAPPY,,FAIR,,
1347,,26,,8,0,MALE,VERY HAPPY,,GOOD,,
1348,40,34,,12,,FEMALE,PRETTY HAPPY,,POOR,,
1349,,35,,3,,MALE,VERY HAPPY,,FAIR,,
1350,40,36,60,12,12,FEMALE,VERY HAPPY,PRETTY HAPPY,EXCELLENT,,
1351,40,64,,16,16,FEMALE,PRETTY HAPPY,,GOOD,,
1352,50,65,50,16,12,FEMALE,PRETTY HAPPY,PRETTY HAPPY,EXCELLENT,,
1353,44,56,40,20,14,MALE,VERY HAPPY,VERY HAPPY,GOOD,,
1354,12,30,,16,12,FEMALE,PRETTY HAPPY,,GOOD,,
1355,60,46,,15,16,FEMALE,PRETTY HAPPY,,GOOD,,
1356,,45,,12,12,MALE,NOT TOO HAPPY,,,,
1357,55,47,,18,12,MALE,PRETTY HAPPY,,EXCELLENT,,
1358,,64,,20,20,MALE,PRETTY HAPPY,,,,
1359,40,74,50,20,2,MALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
1360,40,54,20,17,16,FEMALE,NOT TOO HAPPY,PRETTY HAPPY,GOOD,,
1361,40,64,40,19,17,MALE,PRETTY HAPPY,VERY HAPPY,,,
1362,25,57,60,17,10,FEMALE,VERY HAPPY,VERY HAPPY,GOOD,,
1363,45,49,,16,8,MALE,VERY HAPPY,VERY HAPPY,GOOD,,
1364,50,46,,16,7,FEMALE,VERY HAPPY,,EXCELLENT,,
1365,40,54,40,18,16,FEMALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
1366,40,22,40,16,6,FEMALE,VERY HAPPY,VERY HAPPY,GOOD,,
1367,40,69,60,20,18,FEMALE,VERY HAPPY,VERY HAPPY,GOOD,,
1368,60,70,35,18,14,MALE,VERY HAPPY,VERY HAPPY,GOOD,,
1369,10,64,,19,,MALE,VERY HAPPY,,,,
1370,25,28,,15,16,FEMALE,PRETTY HAPPY,,GOOD,,
1371,36,46,,15,,FEMALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
1372,36,42,40,14,,FEMALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
1373,,17,45,12,,FEMALE,PRETTY HAPPY,PRETTY HAPPY,FAIR,,
1374,14,19,,10,,MALE,NOT TOO HAPPY,PRETTY HAPPY,FAIR,,
1375,36,36,,13,,FEMALE,PRETTY HAPPY,,GOOD,,
1376,48,39,,12,12,MALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
1377,40,52,23,16,,FEMALE,NOT TOO HAPPY,PRETTY HAPPY,,,
1378,,34,,12,,FEMALE,PRETTY HAPPY,,GOOD,,
1379,40,42,22,13,12,MALE,VERY HAPPY,VERY HAPPY,,,
1380,50,75,,19,10,MALE,VERY HAPPY,,EXCELLENT,,
